8.000     78.116    8.838                                                       
8.075     69.780    5.907                                                       
8.175     67.442    5.807                                                       
8.250     65.340    8.083                                                       
8.325     85.726    6.547                                                       
8.425     79.181    6.292                                                       
8.500     71.384    8.449                                                       
8.575     82.519    6.423                                                       
8.675     72.197    6.008                                                       
8.750     72.862    8.536                                                       
8.825     69.645    5.901                                                       
8.925     74.239    6.093                                                       
9.000     65.760    8.109                                                       
9.075     70.066    5.919                                                       
9.175     62.402    5.586                                                       
9.250     77.608    8.810                                                       
9.325     71.332    5.972                                                       
9.425     67.884    5.826                                                       
9.500     61.929    7.869                                                       
9.575     72.059    6.002                                                       
9.675     82.443    6.420                                                       
9.750     59.683    7.725                                                       
9.825     64.750    5.690                                                       
9.925     72.194    6.008                                                       
10.000    79.226    8.901                                                       
10.075    76.424    6.182                                                       
10.175    71.533    5.981                                                       
10.250    81.002    9.000                                                       
10.325    68.941    5.871                                                       
10.425    71.101    5.962                                                       
10.500    58.454    7.646                                                       
10.575    81.427    6.381                                                       
10.676    73.441    4.948                                                       
10.739    69.833    5.909                                                       
10.802    78.405    5.112                                                       
10.864    78.844    6.279                                                       
10.926    69.115    4.800                                                       
10.989    78.325    6.258                                                       
11.052    74.261    4.975                                                       
11.114    64.676    5.687                                                       
11.176    64.123    4.623                                                       
11.239    71.836    5.993                                                       
11.302    68.423    4.776                                                       
11.364    70.317    5.929                                                       
11.426    69.336    4.807                                                       
11.489    67.368    5.804                                                       
11.552    70.506    4.848                                                       
11.614    78.895    6.281                                                       
11.676    61.460    4.526                                                       
11.739    73.141    6.047                                                       
11.802    74.105    4.970                                                       
11.864    71.160    5.965                                                       
11.926    72.001    4.899                                                       
11.989    67.138    5.794                                                       
12.052    61.853    4.541                                                       
12.114    72.953    6.040                                                       
12.176    73.000    4.933                                                       
12.239    74.066    6.085                                                       
12.302    68.989    4.795                                                       
12.364    68.230    5.841                                                       
12.426    71.805    4.892                                                       
12.489    69.915    5.912                                                       
12.552    68.450    4.777                                                       
12.614    67.185    5.796                                                       
12.676    67.085    4.729                                                       
12.739    61.039    5.524                                                       
12.802    60.588    4.494                                                       
12.864    63.782    5.647                                                       
12.926    59.391    4.449                                                       
12.989    65.993    5.744                                                       
13.052    64.681    4.643                                                       
13.114    74.051    6.085                                                       
13.176    63.324    4.594                                                       
13.239    72.079    6.003                                                       
13.302    60.210    4.480                                                       
13.367    70.356    4.843                                                       
13.425    69.810    4.178                                                       
13.483    71.953    4.897                                                       
13.543    65.454    4.045                                                       
13.600    73.759    4.958                                                       
13.650    67.709    4.751                                                       
13.707    64.724    4.023                                                       
13.767    63.766    4.610                                                       
13.825    68.862    4.149                                                       
13.883    70.832    4.859                                                       
13.943    65.992    4.062                                                       
14.000    68.110    4.765                                                       
14.059    66.587    4.711                                                       
14.125    57.026    5.340                                                       
14.191    72.014    4.899                                                       
14.250    66.229    5.755                                                       
14.309    63.649    4.606                                                       
14.375    57.798    5.376                                                       
14.441    69.635    4.818                                                       
14.500    73.027    6.043                                                       
14.559    69.364    4.808                                                       
14.625    73.815    6.075                                                       
14.691    71.833    4.893                                                       
14.750    69.623    5.900                                                       
14.809    70.503    4.848                                                       
14.875    71.022    5.959                                                       
14.941    68.242    4.769                                                       
15.000    67.520    5.810                                                       
15.059    67.744    4.752                                                       
15.125    66.221    5.754                                                       
15.191    67.433    4.741                                                       
15.250    79.172    6.292                                                       
15.309    68.625    4.783                                                       
15.375    64.394    5.674                                                       
15.441    76.569    5.052                                                       
15.500    65.595    5.727                                                       
15.559    68.094    4.764                                                       
15.625    64.591    5.683                                                       
15.691    66.478    4.707                                                       
15.750    71.186    5.966                                                       
15.809    69.509    4.813                                                       
15.875    62.813    5.604                                                       
15.941    71.620    4.886                                                       
16.009    71.375    4.878                                                       
16.078    68.887    4.792                                                       
16.128    63.681    4.607                                                       
16.178    65.325    4.666                                                       
16.239    71.929    4.241                                                       
16.294    77.983    5.098                                                       
16.344    65.936    4.688                                                       
16.394    64.550    4.639                                                       
16.444    68.103    4.765                                                       
16.503    70.662    4.203                                                       
16.567    63.391    3.981                                                       
16.628    63.883    4.615                                                       
16.678    72.936    4.931                                                       
16.742    66.030    4.691                                                       
16.813    71.307    4.875                                                       
16.878    63.297    5.626                                                       
16.928    78.842    6.279                                                       
16.992    69.434    4.811                                                       
17.063    60.881    4.505                                                       
17.128    71.054    5.960                                                       
17.178    63.747    5.646                                                       
17.242    67.623    4.748                                                       
17.313    58.644    4.421                                                       
17.378    67.788    5.822                                                       
17.428    59.787    5.467                                                       
17.492    73.939    4.964                                                       
17.563    67.130    4.730                                                       
17.628    64.836    5.694                                                       
17.678    63.043    5.614                                                       
17.742    59.334    4.447                                                       
17.813    58.978    4.434                                                       
17.878    72.022    6.001                                                       
17.928    63.870    5.651                                                       
17.992    57.421    4.375                                                       
18.063    66.376    4.704                                                       
18.128    60.731    5.510                                                       
18.178    58.031    5.387                                                       
18.242    53.722    4.232                                                       
18.313    53.950    4.241                                                       
18.378    69.294    5.886                                                       
18.428    56.628    5.321                                                       
18.492    59.808    4.465                                                       
18.563    66.336    4.702                                                       
18.628    60.454    5.498                                                       
18.678    58.491    5.408                                                       
18.742    57.707    4.386                                                       
18.812    68.425    4.136                                                       
18.881    72.437    4.255                                                       
18.938    65.502    4.673                                                       
18.997    67.179    4.098                                                       
19.062    61.172    3.911                                                       
19.131    62.806    3.963                                                       
19.188    66.464    4.707                                                       
19.247    63.022    3.969                                                       
19.312    66.185    4.068                                                       
19.381    70.803    4.207                                                       
19.446    70.493    5.937                                                       
19.496    58.790    5.422                                                       
19.558    67.006    4.726                                                       
19.634    62.636    4.569                                                       
19.696    65.154    5.708                                                       
19.746    70.168    5.923                                                       
19.808    61.482    4.527                                                       
19.884    73.947    4.965                                                       
19.946    67.166    5.795                                                       
19.996    73.653    6.068                                                       
20.058    62.961    4.581                                                       
20.134    65.445    4.671                                                       
20.196    75.134    6.129                                                       
20.246    68.466    5.851                                                       
20.308    70.564    4.850                                                       
20.384    64.898    4.651                                                       
20.446    64.341    5.672                                                       
20.496    69.655    5.901                                                       
20.558    69.841    4.825                                                       
20.634    68.486    4.778                                                       
20.696    64.387    5.674                                                       
20.746    63.881    5.652                                                       
20.808    67.023    4.727                                                       
20.884    61.961    4.545                                                       
20.946    62.246    5.579                                                       
20.996    65.687    5.731                                                       
21.058    71.623    4.886                                                       
21.134    69.807    4.824                                                       
21.196    68.653    5.859                                                       
21.246    66.222    5.754                                                       
21.308    58.591    4.419                                                       
21.384    67.819    4.755                                                       
21.446    72.952    6.040                                                       
21.503    80.381    5.176                                                       
21.560    68.680    4.144                                                       
21.629    77.228    4.394                                                       
21.686    68.325    4.772                                                       
21.744    74.114    4.304                                                       
21.810    64.995    4.031                                                       
21.879    69.902    4.180                                                       
21.936    77.868    5.095                                                       
21.994    62.879    3.965                                                       
22.060    56.627    3.763                                                       
22.128    68.006    4.761                                                       
22.188    61.427    5.542                                                       
22.247    69.739    4.821                                                       
22.313    60.646    5.507                                                       
22.378    66.544    4.710                                                       
22.438    66.822    5.780                                                       
22.497    69.352    4.808                                                       
22.563    68.439    5.850                                                       
22.628    62.182    4.553                                                       
22.688    63.068    5.616                                                       
22.747    63.899    4.615                                                       
22.813    65.652    5.729                                                       
22.878    59.500    4.453                                                       
22.938    66.950    5.786                                                       
22.997    77.360    5.078                                                       
23.063    66.883    5.783                                                       
23.128    71.670    4.888                                                       
23.188    68.916    5.870                                                       
23.247    65.185    4.661                                                       
23.313    61.664    5.553                                                       
23.378    63.033    4.584                                                       
23.438    68.427    5.849                                                       
23.497    60.710    4.499                                                       
23.563    60.722    5.510                                                       
23.628    55.032    4.283                                                       
23.688    69.257    5.885                                                       
23.747    66.110    4.694                                                       
23.813    73.903    6.079                                                       
23.878    76.444    5.048                                                       
23.938    69.038    5.875                                                       
23.997    67.576    4.746                                                       
24.063    63.873    5.651                                                       
24.128    62.732    4.573                                                       
24.188    62.475    5.589                                                       
24.241    64.866    4.027                                                       
24.299    63.429    4.598                                                       
24.349    71.952    4.897                                                       
24.405    66.878    4.089                                                       
24.466    78.636    5.120                                                       
24.516    62.137    4.551                                                       
24.566    57.183    4.366                                                       
24.627    62.939    3.967                                                       
24.683    67.085    4.729                                                       
24.741    69.678    4.174                                                       
24.799    69.804    4.824                                                       
24.845    61.294    5.536                                                       
24.904    66.860    4.721                                                       
24.985    67.430    4.741                                                       
25.045    70.879    5.953                                                       
25.095    54.803    5.235                                                       
25.154    58.549    4.418                                                       
25.235    71.048    4.866                                                       
25.295    58.842    5.424                                                       
25.345    68.166    5.838                                                       
25.404    73.577    4.952                                                       
25.485    57.709    4.386                                                       
25.545    62.975    5.611                                                       
25.595    71.757    5.990                                                       
25.654    67.452    4.742                                                       
25.735    65.790    4.683                                                       
25.795    61.623    5.551                                                       
25.845    53.278    5.161                                                       
25.904    59.313    4.446                                                       
25.985    63.681    4.607                                                       
26.045    70.865    5.952                                                       
26.095    66.731    5.776                                                       
26.154    63.867    4.614                                                       
26.235    68.857    4.791                                                       
26.295    58.634    5.414                                                       
26.345    59.561    5.457                                                       
26.404    65.159    4.660                                                       
26.485    55.153    4.288                                                       
26.545    70.498    5.937                                                       
26.595    60.583    5.504                                                       
26.654    64.238    4.627                                                       
26.735    58.055    4.399                                                       
26.795    60.434    5.497                                                       
26.845    69.490    5.894                                                       
26.901    63.286    3.978                                                       
26.969    54.977    3.707                                                       
27.027    57.205    4.367                                                       
27.077    62.528    4.565                                                       
27.127    64.892    4.651                                                       
27.177    60.697    4.498                                                       
27.237    63.799    3.994                                                       
27.294    71.120    4.869                                                       
27.344    59.436    4.451                                                       
27.401    60.631    3.893                                                       
27.469    63.456    3.983                                                       
27.527    65.065    4.657                                                       
27.583    57.506    5.362                                                       
27.646    60.269    4.482                                                       
27.720    68.099    4.764                                                       
27.783    63.376    5.629                                                       
27.833    65.954    5.743                                                       
27.896    63.533    4.602                                                       
27.970    60.134    4.477                                                       
28.033    62.688    5.599                                                       
28.083    55.902    5.287                                                       
28.146    60.644    4.496                                                       
28.220    58.780    4.426                                                       
28.283    56.171    5.300                                                       
28.333    71.681    5.987                                                       
28.396    61.651    4.533                                                       
28.470    61.067    4.512                                                       
28.533    46.991    4.847                                                       
28.583    58.433    5.405                                                       
28.646    62.931    4.580                                                       
28.720    52.519    4.184                                                       
28.783    61.582    5.549                                                       
28.833    50.583    5.029                                                       
28.896    61.497    4.528                                                       
28.970    61.668    4.534                                                       
29.033    58.172    5.393                                                       
29.083    53.700    5.182                                                       
29.146    59.842    4.466                                                       
29.220    66.144    4.696                                                       
29.283    55.738    5.279                                                       
29.333    56.820    5.330                                                       
29.396    55.782    4.312                                                       
29.470    59.254    4.444                                                       
29.544    57.955    4.395                                                       
29.594    57.921    4.394                                                       
29.652    68.571    4.140                                                       
29.719    54.646    3.696                                                       
29.778    55.283    4.293                                                       
29.828    58.561    4.418                                                       
29.878    56.231    4.329                                                       
29.938    54.676    3.697                                                       
29.994    59.118    4.439                                                       
30.044    57.906    4.393                                                       
30.094    53.149    4.209                                                       
30.152    56.135    3.746                                                       
30.219    54.292    3.684                                                       
30.280    66.560    5.769                                                       
30.330    53.112    5.153                                                       
30.380    57.609    5.367                                                       
30.442    53.833    4.236                                                       
30.505    55.351    5.261                                                       
30.555    56.947    5.336                                                       
30.605    61.974    5.567                                                       
30.655    62.452    5.588                                                       
30.718    61.285    4.520                                                       
30.780    69.271    5.885                                                       
30.830    50.560    5.028                                                       
30.880    59.800    5.468                                                       
30.942    52.244    4.173                                                       
31.005    52.350    5.116                                                       
31.055    60.689    5.509                                                       
31.105    53.602    5.177                                                       
31.155    60.566    5.503                                                       
31.218    51.297    4.135                                                       
31.280    47.764    4.887                                                       
31.330    52.493    5.123                                                       
31.380    59.439    5.452                                                       
31.442    62.432    4.562                                                       
31.505    71.547    5.981                                                       
31.555    71.388    5.974                                                       
31.605    74.843    6.117                                                       
31.655    72.898    6.037                                                       
31.718    65.255    4.664                                                       
31.780    63.605    5.639                                                       
31.830    72.704    6.029                                                       
31.880    65.791    5.735                                                       
31.942    64.746    4.646                                                       
32.005    59.183    5.440                                                       
32.055    66.331    5.759                                                       
32.118    56.479    4.339                                                       
32.192    53.576    4.226                                                       
32.264    55.087    3.711                                                       
32.330    55.644    3.730                                                       
32.388    66.902    4.722                                                       
32.445    54.983    3.708                                                       
32.514    54.519    3.692                                                       
32.580    54.423    3.689                                                       
32.638    51.374    4.138                                                       
32.695    57.906    3.805                                                       
32.764    49.778    3.528                                                       
32.830    54.409    3.688                                                       
32.888    55.883    4.316                                                       
32.946    57.303    4.370                                                       
33.011    56.182    5.300                                                       
33.075    55.325    4.294                                                       
33.136    68.898    5.869                                                       
33.196    54.070    4.245                                                       
33.261    66.422    5.763                                                       
33.325    55.745    4.311                                                       
33.386    52.001    5.099                                                       
33.446    56.414    4.336                                                       
33.511    59.804    5.468                                                       
